Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,,
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.04,0.48,,,,,,
Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0,0,0.26,0,0.26,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26,,,,,,
FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.22,0,0.01,0.24,,,,,,
Pro Yaky? Spirits 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,,,,
Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.14,0,0,0.02,0.15,,,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0,0.13,,,,,,
Football Manager 2014,PSV,2013,Sports,Sega,0,0.08,0,0.02,0.1,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0.07,0,0.07,,,,,,
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04,,,,,,
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,
Derby Stallion Gold,3DS,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14,,,,,,
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,,,
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,,,,,,
Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.05,0,0.01,0.09,,,,,,
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.05,,,,,,
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04,,,,,,
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0,0.02,0,0.01,0.03,,,,,,
WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01,,,,,,
NHL 16,PS3,2015,Sports,Electronic Arts,0,0.01,0,0,0.01,,,,,,
Jikkyou Powerful Pro Baseball 2016,PSV,2016,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,,,
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.07,0,0.01,0.08,,,,,,
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0.04,0.03,0.01,0.08,,,,,,
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.05,0,0,0.01,0.05,,,,,,
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
R.B.I. Baseball 2016,PS4,2016,Sports,MLB.com,0.01,0,0,0,0.01,,,,,,
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0,0.06,0.77,70,36,6.5,15,THQ,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,65,8,2.4,5,THQ,E
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.11,0.06,0,0.02,0.18,54,5,,,THQ,E
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,Sega,E
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,6.2,12,Sega,E
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0,0.01,0.14,65,15,7.5,4,Sega,E
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E
Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,0.04,,,,,PQube,
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,69,9,7,8,Prope,E
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,Konami,E
Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,82,37,6.7,146,Konami,E
Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,82,33,6.9,77,Konami,E
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0,0.07,0.18,0.03,0.27,,,,,Konami,E
Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0,0.03,0.06,0,0.09,,,,,Konami,E
Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0,0.07,0,0.01,0.08,80,8,6.9,182,Konami,E
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82,56,7.2,386,Konami,E
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34,Konami,E
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.14,79,9,7.3,65,Konami,E
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,,,6.8,29,Konami,E
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,82,8,5.8,173,Konami,
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87,54,7.1,680,Konami,E
Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,,,7.2,40,Konami,E
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0,0.01,0.11,85,14,6.2,144,Konami,E
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.05,0,0.01,0.1,,,7,34,Konami,E
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,76,12,4.3,286,Konami,E
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85,61,7.6,478,Konami,E
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8,Konami,E
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19,Konami,E
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,E
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0,0,0.04,,,6.5,17,Konami,E
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,69,9,3.7,137,Konami,E
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0,0.19,1.14,74,22,7.5,121,Yuke's,T
WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.37,0,0.1,1.11,75,43,7.7,100,Yuke's,T
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15,62,44,5.1,164,Yuke's,T
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78,55,5,3.1,57,Yuke's,T
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0,0.06,0.64,50,5,4,65,Yuke's,T
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0,0.05,0.57,56,25,5.7,63,Yuke's,T
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.2,1.21,73,47,7.4,237,Yuke's,T
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.32,0.22,0,0.05,0.59,72,18,5.7,75,Yuke's,T
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0.22,0.21,0,0.08,0.51,,,6,21,Yuke's,T
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.12,0,0.04,0.43,,,5.4,25,Yuke's,T
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.17,0.34,0,0.09,0.6,69,50,6.9,88,Yuke's,T
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,0.12,0.12,0,0.02,0.26,68,12,5.5,27,Yuke's,T
WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0,0.02,0.14,,,4.1,9,Yuke's,T
WWE 2K17,X360,2016,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.11,,,,,Yuke's,T
Winter Stars,Wii,2011,Sports,Deep Silver,0.05,0.05,0,0.01,0.11,,,,,49Games,E
Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.03,0,0.01,0.09,46,9,6.5,4,49Games,E
Winter Stars,PS3,2011,Sports,Deep Silver,0.01,0.05,0,0.01,0.08,53,6,,,49Games,E
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,53,9,5.1,22,Cyanide,E
Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.01,0,0,0.01,,,,,Cyanide,E
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,0.03,64,6,4.8,5,Cyanide,
Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01,,,,,Mastiff,T
Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01,,,,,Mastiff,T
Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.01,0.19,57,5,,,Natsume,E
Rocket League,PS4,2016,Sports,505 Games,0.03,0.28,0,0.05,0.37,85,50,8.7,1290,Psyonix,E
Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0,0.02,0.24,87,22,8.3,194,Psyonix,E
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580,Psyonix,E
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03,,,,,Tamsoft,E
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.36,0,0.1,1.16,77,13,7.6,21,Ubisoft,E
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12,21,5,5,25,Ubisoft,T
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,31,13,2.7,18,Ubisoft,E
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.36,0.03,0,0.03,0.42,,,7.5,10,Virtuos,E
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,82,37,7.7,55,2K Czech,E
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.22,0,0.04,0.41,84,54,8.2,70,2K Czech,E
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,54,8,7.4,7,2K Games,E
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.06,0.04,0,0.02,0.13,,,2,8,2K Games,E
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.09,0.02,0,0.01,0.12,,,3.4,11,2K Games,E
Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72,19,7.7,72,Nintendo,E
Wii Sports Club,WiiU,2014,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68,21,7,106,Nintendo,E10+
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,32,43,1.5,427,Robomodo,T
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0,0.01,0.12,39,18,2.1,132,Robomodo,T
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07,,,2.8,10,Robomodo,T
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06,,,3.1,12,Robomodo,T
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.03,0.06,0,0.01,0.1,,,5.7,65,2K Sports,E10+
Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,,,7,10,Blue Byte,E
Fit in Six,Wii,2011,Sports,Ubisoft,0.1,0,0,0.01,0.11,,,,,Blue Byte,E
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,76,55,8.1,77,Clap Hanz,E
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28,,,7.9,9,Clap Hanz,E
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17,,,3.8,6,DMi Games,E
Rec Room Games,DS,2011,Sports,Destineer,0.07,0,0,0,0.07,,,,,Destineer,E
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,110,EA Canada,E
SSX,X360,2012,Sports,Electronic Arts,0.38,0.26,0,0.06,0.7,82,65,6.4,186,EA Canada,E
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86,37,4.3,576,EA Canada,E
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84,41,4.2,435,EA Canada,E
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,EA Canada,E
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.09,1.16,88,22,5.8,328,EA Canada,E
FIFA 14,PSV,2013,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,,,1.8,69,EA Canada,E
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.03,0.4,87,6,4.6,441,EA Canada,E
FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.36,0,0.02,0.38,,,4.3,19,EA Canada,E
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.15,0,0.04,0.19,,,3.4,23,EA Canada,E
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73,33,4.3,87,EA Canada,E
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0,0.03,0.42,74,29,4.4,93,EA Canada,E
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,EA Sports,E
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,82,17,5.8,41,EA Sports,E
FIFA Street,PS3,2012,Sports,Electronic Arts,0.12,0.89,0,0.23,1.23,76,36,6.4,66,EA Sports,E
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.62,0,0.1,0.89,77,47,6.7,58,EA Sports,E
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,5.2,17,EA Sports,E
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0,0.02,0.18,71,45,5.1,14,EA Sports,E
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.98,0.06,0,0.19,2.23,80,32,5.6,136,EA Sports,E
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0,0.24,1.87,76,19,4.1,91,EA Sports,E
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.9,74,13,5.2,118,EA Sports,E
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.08,0.81,73,18,5.9,111,EA Sports,E
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,43,25,2.7,175,EA Sports,E
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.02,0.2,36,14,3.1,88,EA Sports,E
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82,47,5.7,988,EA Sports,E
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109,EA Sports,E
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,2.92,,,4.2,85,EA Sports,E
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19,81,37,6.1,208,EA Sports,E
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,82,33,5.4,347,EA Sports,E
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.77,0.06,0,0.22,2.05,,,5.5,29,EA Sports,E
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.31,0.09,0,0.16,1.57,80,19,6.4,138,EA Sports,E
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.08,0.11,0,0.27,1.45,,,2.7,13,EA Sports,E
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70,57,6.1,279,EA Sports,T
NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,60,28,3.6,306,EA Sports,E10+
FIFA 15,PSV,2014,Sports,Electronic Arts,0.08,0.35,0.05,0.12,0.59,,,3.1,42,EA Sports,E
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,0.56,,,4.3,12,EA Sports,E
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,70,23,6.3,152,EA Sports,T
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.34,0,0.03,0.45,,,2.4,35,EA Sports,E
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.05,0,0.05,0.45,,,2.8,47,EA Sports,E10+
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.04,0.41,59,22,3.2,180,EA Sports,E10+
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.09,0,0.06,0.36,,,1.6,45,EA Sports,E10+
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.02,0.28,82,9,4.2,383,EA Sports,E
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,5.6,86,EA Sports,E
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,53,9,6.8,53,EA Sports,E
FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82,42,4.3,896,EA Sports,E
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,E
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24,83,37,5.9,180,EA Sports,E
FIFA 16,PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,,,3.2,58,EA Sports,E
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.08,0.08,0,0.26,2.42,84,23,6.1,124,EA Sports,E
FIFA 16,X360,2015,Sports,Electronic Arts,0.57,0.88,0,0.12,1.57,,,2.9,45,EA Sports,E
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.85,0.02,0,0.1,0.97,,,5.1,12,EA Sports,E
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0,0.14,0.78,,,3.1,18,EA Sports,E
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0,0.01,0.2,81,10,4.4,296,EA Sports,E
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,0.18,59,27,6.1,70,EA Sports,E
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0,0.01,0.11,60,17,5.6,62,EA Sports,E
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0,0.32,1.75,82,35,4.9,83,EA Sports,E
Madden NFL 17,XOne,2016,Sports,Electronic Arts,1.08,0.02,0,0.13,1.23,83,30,5.9,39,EA Sports,E
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0,0.04,0.41,76,42,6,77,EA Sports,T
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.14,0.02,0,0.02,0.17,,,0.7,6,EA Sports,E
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.07,0.02,0,0.02,0.12,,,0.2,5,EA Sports,E
Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.33,0.02,0,0.02,0.37,,,,,Activision,T
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0,0.02,0.28,,,,,Activision,T
Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23,,,,,Activision,T
Big League Sports,X360,2011,Sports,Activision,0.18,0.01,0,0.02,0.21,,,,,Activision,E
Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.14,0.04,0,0.01,0.2,,,8,5,Activision,T
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.11,0.05,0,0.02,0.18,,,7.4,5,Activision,T
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.18,,,3.5,6,Activision,T
Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02,,,,,Activision,E
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94,EA Tiburon,E
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25,79,31,5.5,56,EA Tiburon,E
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.41,0,0,0.03,0.44,,,6.2,5,EA Tiburon,E
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16,EA Tiburon,E
Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.23,,,,,EA Tiburon,E
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86,81,36,5.8,179,EA Tiburon,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.22,0,0.23,2.56,83,22,5.5,101,EA Tiburon,E
Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.47,0,0,0.03,0.5,,,7.3,4,EA Tiburon,E
Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.28,0,0,0.02,0.3,63,6,7.3,38,EA Tiburon,E
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0,0,0.02,0.23,75,9,6.7,30,EA Tiburon,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,0,0.01,0,0,0.01,83,22,5.5,101,EA Tiburon,E
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.08,1.09,77,18,5.8,74,EA Tiburon,E
NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.09,0.84,77,9,6.2,40,EA Tiburon,E
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,EA Tiburon,E
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,EA Tiburon,E
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05,43,9,7.8,110,Team Ninja,
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11,48,10,3.5,6,Blitz Games,E
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,0.12,52,6,,,Hudson Soft,E
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11,58,11,,,Indies Zero,E10+
Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0,0.03,0,0,0.03,,,,,Torus Games,E
Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.01,0,0,0.02,,,,,Torus Games,E
Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02,,,5.2,5,Torus Games,E
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06,,,3,4,EKO Software,E
Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.02,0,0,0.03,,,,,EKO Software,E
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01,73,5,6.9,55,Big Ant Studios,E
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12,76,4,7.4,19,Big Ant Studios,E
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,7.3,17,Electronic Arts,E
NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7,86,56,7,72,Electronic Arts,E10+
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E
NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,7.5,52,Electronic Arts,E10+
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,85,14,6.7,7,Electronic Arts,E
